,company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers,employees
6178,eventix,Easy payment,Yannick F.,Transport,,6-12 months,NO,Capterra,2019-02-22,4,5.0,4.0,5.0,5.0,8.0,,There was no hussle for me to pay the tickets. Just connect with your bank and its done.,For me its difficult to think of any downsides.,,,
6179,eventix,Easy work,Jelmer F.,Stagiair,,6-12 months,NO,Capterra,2019-02-22,5,5.0,5.0,5.0,4.0,9.0,,They don't need much data from persons which makes it nice and easy,Should be possible to make an account instead of filling in each time,,,
6180,eventix,"Good, fast & efficient",Rutger G.,Student,,6-12 months,NO,Capterra,2019-03-21,5,5.0,5.0,5.0,5.0,8.0,,"Easy to use, very forward for what you have to do. Tickets get mailed to you directly",sometimes the waiting lines can get pretty long,,,
6181,eventix,Eventix review,Arne A.,Head of Technical Management,,Less than 6 months,NO,Capterra,2019-02-14,5,5.0,4.0,5.0,3.0,8.0,,Works fast and without any flaws. Perfect for ticketing sales.,iDeal is only for dutch banks. Since we live in Belgium this is a bit weird as an option.,"First time use, but flawless.",,
6182,eventix,Great,Denise B.,Hairstylist,,6-12 months,NO,Capterra,2019-02-22,5,5.0,5.0,5.0,5.0,10.0,,Very fast and easy to work with. Nice website great design,That it is in English. Everything is perfect so for me no problems,Very nice,,
6183,eventix,-,Joel V.,Trainer,,Less than 6 months,NO,Capterra,2018-12-11,4,5.0,4.0,4.0,4.0,8.0,,"It was easy to understand, my first time i used it.","No problems with it, so also no negative points.","This was my first exoerience with Eventix, but i had no problems with it. Everything was cool.",,
6184,eventix,Perfect ticket medium,Rien v.,Manager,,6-12 months,NO,Capterra,2019-03-01,4,5.0,5.0,4.0,4.0,10.0,,Easy access way to order tickets. Very reliable and direct response.,Auto connect to Facebook auto fill in did not work this time.,,,
6185,eventix,Great service,Marieke M.,Financial accountant,,,NO,Capterra,2018-12-21,5,4.0,4.0,5.0,5.0,10.0,,It's an easy software to buy tickets. You have several log in or register options to buy your tickets.,If im coming from Facebook the interface does not always adapt with my phone screen. Also the payment by bank does not bring me to the app of my bank.,The app is very friendly to buy tickets.,,
6186,eventix,Nothing special,David O.,Consultant,,Less than 6 months,NO,Capterra,2018-11-06,4,2.0,4.0,5.0,5.0,6.0,,"It works okay. Not better than the alternatives. It was fast, i guess.","Nothing special.. Not bad, but also not excellent. It gets the job done","It was okay. Not bad, not excellent",,
6187,eventix,Nice,Tijs V.,Chef,,Less than 6 months,NO,Capterra,2018-08-24,4,4.0,4.0,4.0,4.0,8.0,,It was fast and easy. I only had to click the buttons and it was okay,I dont know what i like the least about this software.,No problems,,
6188,eventix,Easy to use,ChloÌÇ V.,Telefonist,,Less than 6 months,NO,Capterra,2018-12-12,5,5.0,4.0,5.0,5.0,8.0,,It was really easy to use the software. everything was clear,There was no option to pay with Paypal. I would have liked that.,It was a clear software and really simple to make my order,,
6189,eventix,Great software,Demi A.,Hospitality,,6-12 months,NO,Capterra,2018-10-14,5,5.0,5.0,5.0,5.0,10.0,,It's very easy to use and a lot of parties & events use eventix to sell their tickets.,I have nothing to complain about eventix,,,
6190,eventix,Positive Review!!,Noor K.,Student,,,NO,Capterra,2019-01-29,5,5.0,5.0,5.0,5.0,10.0,,"It was very easy and quick, so i was on time to order the tickets before it was sold out. YAY!","It wouldn't open ""sign in with facebook"" but i think that was a server mistake.","very quick, very easy to use, everything was easy to understand and i didn't really have to think about where i had to click or something",,
6191,eventix,I bought concert tickets,Ryanne S.,Volunteer,,Less than 6 months,NO,Capterra,2018-10-21,5,5.0,5.0,5.0,5.0,10.0,,"They were easy to buy, and the service was fast.","It cost money, but that's not Eventix's fault.","Have been buying many concert and festival tickets through this platform, always works well",,
6192,eventix,Easy to use and very user friendly,Thomas d.,Copy writer,,Less than 6 months,NO,Capterra,2018-12-20,5,5.0,5.0,5.0,4.0,7.0,,"Speed of the software was high, and user friendliness was great.",Nothing. Did what it had to do without glitches/problems.,,,
6193,eventix,Nice and easy,Steven P.,Woonbegeleider,,6-12 months,NO,Capterra,2019-05-27,4,5.0,3.0,5.0,3.0,9.0,,"It was fast, the service was good and Everything was correct.",I had to type my stuff twice.. that was a kind of ennoying,Good,,
6194,eventix,eventix for use in fundraiser ticket sale,Jolien V.,product development manager,,Less than 6 months,NO,Capterra,2018-10-20,5,5.0,5.0,4.0,4.0,9.0,,clear user interface; fast ticketforwarding,limited payment option available (only ideal was chargefree and not available for my bank),used for buying tickets for fundraiser,,
6195,eventix,Perfect,Verified Reviewer,product development manager,,,NO,Capterra,2018-06-24,5,5.0,5.0,5.0,5.0,10.0,,"quick and easy to use and buy tickets, not much more to say that it is good. I am a happy customer now","nothing to mention because all is positive, when it is good.",,,
6196,eventix,Happy customer,Romana d.,Real estate assistant / communication and multimedia design student,,6-12 months,NO,Capterra,2018-12-05,5,5.0,5.0,5.0,5.0,8.0,,"Easy to use, no struggles! No evil design.","The many opt in options. Could be less, but is not a must.",Never had a problem :),,
6197,eventix,Great software,Nora v.,Management consultant,,Less than 6 months,NO,Capterra,2019-01-03,5,5.0,5.0,5.0,5.0,9.0,,"Very easy to use, within seconds I had bought my ticket","There was no con using this software, it is super easy to use",I bought tickets for a concert and it was super easy,,
6198,eventix,Good,Hanar K.,Dentis assistent,,6-12 months,NO,Capterra,2019-06-05,4,5.0,3.0,3.0,1.0,5.0,,The fast working of the program. And i love the colors,To note my own name and where i live. I dont think thats normal,,,
6199,eventix,Facebook connect button,Charles O.,Fietskoerier,,,NO,Capterra,2019-01-29,3,3.0,2.0,5.0,4.0,6.0,,The procedure of filling in your info did not take long,"The facebook connectbutton did not work, so you guys should fix that.","Pretty good software, but it's a bit weird that a button doesn't work",,
6200,eventix,Eventix,Pieter T.,Student,,,NO,Capterra,2018-10-29,5,4.0,4.0,5.0,4.0,8.0,,You can order fast & it's a good site. Its clear when you need help,"Fast, you see what is sold out and you can order fast tickets","When u open a link from facebook and you order a ticket, it doens't switch to the Bank App to pay. You have to go to safari and order there tickets because a (pop up) link doesn't work",,
6201,eventix,Good software!,Nicole H.,Online Marketeer a.i.,,Less than 6 months,NO,Capterra,2019-01-24,5,5.0,5.0,5.0,5.0,9.0,,The software works quick and easy. Bought my festival tickets with it en get my ticket directly per email.,I dont have bad experience for the software.,,,
6202,eventix,Eventix Review,Verified Reviewer,Online Marketeer a.i.,,,NO,Capterra,2019-04-01,5,5.0,5.0,5.0,5.0,10.0,,"Easy to use, quick to fill in, and good looking",Not that much Payment methods compared to other online platforms,"Easy to use for every group of age, explains itself",,
6203,eventix,Review,Tim v.,N.A.,,,NO,Capterra,2018-12-18,3,4.0,3.0,4.0,4.0,7.0,,It's very fast to use (some softwares are very slow to use and that's very annoying),The lay-out isn't that good (it doesn't look like there has been put a lot of effort in),,,
6204,eventix,Eventix is great,Anna Sophia P.,Vakkenvuller,,Less than 6 months,NO,Capterra,2018-09-28,5,5.0,5.0,5.0,5.0,9.0,,"The easy use of it, everything went well and very fast.","The site can look better, it looks a bit cheap now.",Very good,,
6205,eventix,Good service,Verified Reviewer,Vakkenvuller,,,NO,Capterra,2018-12-18,5,5.0,5.0,4.0,5.0,8.0,,The handling of the payment and ticketservice is very great.,I didn't think there were any cons in the procedure.,,,
6206,eventix,Nice system to buy tickets,Bram H.,Hard- Software Developer,,,NO,Capterra,2019-01-28,5,5.0,4.0,5.0,4.0,8.0,,I like the website is automatically loading so you dont have to refresh.It was stable and working well,"The fees, specially on the paypal option, I like to use paypal but it is too expensive here","Good experience with this company, used customer support some times and was helped correctly.",,
6207,eventix,"easy,quick and confident",Vincent P.,CS Representative,,Less than 6 months,NO,Capterra,2018-08-10,4,4.0,4.0,4.0,4.0,8.0,,"Ordering a ticket was: easy, quickly, smoothly","hmmm.... hard to say....well not much, it's easy","Got a ticket for an event, easy, quickly, smoothly and trustworthy! Thumbs up!",,
6208,eventix,Smooth,Nienke S.,Trade Compliance Specialist,,Less than 6 months,NO,Capterra,2019-06-03,5,5.0,5.0,5.0,5.0,9.0,,"Very smooth, easy to use, easy to follow, quick",No bad things to be mentioned. All worked perfectly,"All good, only issue is that the event says that it is a month long",,
6209,eventix,Nice,Verified Reviewer,Trade Compliance Specialist,,,NO,Capterra,2019-01-26,5,5.0,5.0,5.0,5.0,8.0,,It is easy and fast.I used it several times,The extra cost of service you have to pay for each ticket.,No problems,,
6210,eventix,"Good, but..",Bas v.,Agile Coach,,,NO,Capterra,2018-10-19,4,3.0,4.0,4.0,5.0,8.0,,Does what it is supposed to do: clear understandable ordering of tickets,"Sign in with Facebook did not work on Safari/Mac (I turned off adblocker)Filling in on details is tedious.. especially for the buyer, 1st ticket holder AND 2nd ticket holder",Except for the cons it was good,,
6211,eventix,Good working site,Remco S.,BSc Electrical Engineering,,Less than 6 months,NO,Capterra,2019-01-11,4,5.0,4.0,5.0,4.0,8.0,,"The software is easy to use, as the GUI is clearly structured.","Even thought the GUI is nicely structured, I believe that the esthetic can be improved.",,,
6212,eventix,BeeGee Tribute ticket order easy,Richard E.,Sales,,Less than 6 months,NO,Capterra,2018-12-02,5,5.0,5.0,5.0,5.0,10.0,,Easy in use and good mapping without a lot of clicks,All okay this is just a great tool and very easy to use,"Easy ordering and payment, tickets directly delivered",,
6213,eventix,Easy and fast,Verified Reviewer,Sales,,,NO,Capterra,2019-03-30,3,5.0,3.0,5.0,3.0,6.0,,Eventix was verry easy to use and super fast. It took me 1 minute to complete my order,"The link on the website didnt work from my phone at first. I had to reload the page before it worked and I almosy missed my ticket because of it, but luckily I still got it :)","Overall experience is : its super easy and super fast, great way to order tickets",,
6214,eventix,Fast ticket service,Johnny A.,Ingenieur,,Less than 6 months,NO,Capterra,2019-02-21,5,5.0,5.0,5.0,3.0,6.0,,I like the lay out and it worked fast wit the Facebook connection,- i didnt experince any negative features,,,
6215,eventix,Tickets Neverland,Roy R.,Engineer,,6-12 months,NO,Capterra,2019-02-26,4,4.0,4.0,5.0,3.0,9.0,,"Clear and eay to use software, with no unnecessary questions.","Nothing I didn't like, I would use it anytime.",,,
6216,eventix,Customer experience,Stijn J.,Consultant,,Less than 6 months,NO,Capterra,2019-03-14,4,4.0,5.0,3.0,3.0,9.0,,"Easy in use, and fast. Easy to understand",Nothing in particular. All functionaliteit meedeed are there,"Quick and easy service, no unnecessary steps in the process",,
6217,eventix,"It is a nice tool, but asks just a little too much information",Verified Reviewer,Consultant,,,NO,Capterra,2018-11-10,4,4.0,4.0,3.0,3.0,6.0,,"Clear steps, easy to follow along. And very handy on mobile also.",All the personal information you have to give out to buy a party ticket.,It was fine,,
6218,eventix,Good service,Cherise Z.,Graduation,,6-12 months,NO,Capterra,2018-09-14,5,5.0,5.0,5.0,5.0,8.0,,Its really easy to use and its fast if you want to go to a Event!,Sometimes its not in your e-mailbox incomes,-,,
6219,eventix,Knaltibal XXL,Bob R.,IT,,Less than 6 months,NO,Capterra,2018-09-25,4,5.0,4.0,5.0,5.0,8.0,,"The buying proces is going smooth, like fast. Overall very reliable. Fast ticket delivery.",I don't have anything I didn't like about using Eventix.,,,
6220,eventix,Great program,Dominique V.,Student measurer,,,NO,Capterra,2018-09-13,5,5.0,4.0,5.0,5.0,10.0,,"It's easy, really clear how to use it and it is fast. No troubles or things you have to worry about.","Nothing much really, only thing I think is annoying is the cookie announcement but I guess that's inevetable.","Great, not that much of an experience because it's fast and easy.",,
6221,eventix,easy to use,Gerben D.,owner,,Less than 6 months,NO,Capterra,2019-02-16,5,5.0,5.0,5.0,5.0,10.0,,The page was easy to read. I did not have to search where to click to continue.,There are no cons. The software worked very smoothly.,satisfaction,,
6222,eventix,Easy and intuitive,Herman S.,Mediator,,Less than 6 months,NO,Capterra,2019-02-26,5,5.0,5.0,5.0,5.0,10.0,,"Very fast, essy in use, intuitive. Good looking also",Color maybe? But in fact everything is ok for me.,Very easy way of paying for a conference.,,
6223,eventix,"Easy, intuitive ticket buy system",Verified Reviewer,Mediator,,,NO,Capterra,2018-12-21,5,5.0,5.0,5.0,5.0,9.0,,"Easy to use, very fast, clear to understand","No remarks, I was really satisfied with the experience",,,
6224,eventix,Easy and quick,Fransje T.,Commercial service,,Less than 6 months,NO,Capterra,2018-11-15,5,5.0,5.0,5.0,5.0,10.0,,Thuis software is very easy to die and information fellows quickly,There's was nothing i do not like about this software,I am very satisfied,,
6225,eventix,Very good,Bart M.,Student,,Less than 6 months,NO,Capterra,2018-10-30,5,5.0,5.0,5.0,5.0,10.0,,It works very solid and smooth. It works very fast.,Could be better for phones. I used my iphone and the text wasnt in the middle,Very good,,
6226,eventix,Perfect to use,Rene d.,CEO,,Less than 6 months,NO,Capterra,2018-10-04,5,4.0,4.0,5.0,5.0,8.0,,Easy way of using. Clear steps and good payment connection,Not clear which field of information is needed to go further,Nice and easy to use.,,
